Strategy,Student,Step,AvgMastery
linucb,student_4,8,0.20189125498487548
linucb,student_4,9,0.23380531382636752
linucb,student_4,10,0.24771892744775856
linucb,student_4,11,0.25719058157317076
linucb,student_4,12,0.25836290743357143
linucb,student_4,13,0.2585263949380052
linucb,student_4,14,0.2585495574728922
linucb,student_4,15,0.2585528463958085
linucb,student_4,16,0.2585533135479566
linucb,student_4,17,0.25855337990430344
linucb,student_4,18,0.258553389329911
linucb,student_4,19,0.25855339066877553
linucb,student_4,20,0.25855339085895507
linucb,student_4,21,0.25855339088596924
linucb,student_4,22,0.27726495346986985
linucb,student_4,23,0.3015541504640589
linucb,student_4,24,0.28626445691347474
linucb,student_4,25,0.29878357329911015
linucb,student_4,26,0.28563878241562307
linucb,student_4,27,0.2832534836029936
linucb,student_4,28,0.2829012413158294
linucb,student_4,29,0.3054666684949374
linucb,student_4,30,0.28724452205225465
linucb,student_4,31,0.2835025245282479
linucb,student_4,32,0.2829370728830809
linucb,student_4,33,0.282856024196984
linucb,student_4,34,0.28284449675775636
linucb,student_4,35,0.28284285903755757
linucb,student_4,36,0.2828426264007962
linucb,student_4,37,0.2965978594309639
linucb,student_4,38,0.28518010812650324
linucb,student_4,39,0.30688694378278497
linucb,student_4,40,0.28763203869894755
linucb,student_5,1,0.14665633018304322
linucb,student_5,2,0.15440353956380928
linucb,student_5,3,0.15538510431860011
linucb,student_5,4,0.15552239551878966
linucb,student_5,5,0.1555418546911734
linucb,student_5,6,0.1555446179241788
linucb,student_5,7,0.1555450104116418
linucb,student_5,8,0.15554506616235433
linucb,student_5,9,0.1756070629435058
linucb,student_5,10,0.15929162308913739
linucb,student_5,11,0.18679465227783942
linucb,student_5,12,0.16262306527297643
linucb,student_5,13,0.1859678376372099
linucb,student_5,14,0.2063552149602952
linucb,student_5,15,0.22231338604707662
linucb,student_5,16,0.2327334777850687
linucb,student_5,17,0.23261967495102412
linucb,student_5,18,0.23260348049653656
linucb,student_5,19,0.252666932063447
linucb,student_5,20,0.2448512342796213
linucb,student_5,21,0.24357990255578
linucb,student_5,22,0.24339558267268338
linucb,student_5,23,0.24336932396582575
linucb,student_5,24,0.24336559247952463
linucb,student_5,25,0.24336506240744124
linucb,student_5,26,0.2433649871124773
linucb,student_5,27,0.24336497641715713
linucb,student_5,28,0.24336497489793527
linucb,student_5,29,0.2433649746821367
linucb,student_5,30,0.24336497465148346
linucb,student_5,31,0.24336497464712933
linucb,student_5,32,0.24336497464651083
linucb,student_5,33,0.24336497464642295
linucb,student_5,34,0.2433649746464105
linucb,student_5,35,0.25407314699443223
linucb,student_5,36,0.24510883080897908
linucb,student_5,37,0.26237523186919115
linucb,student_5,38,0.2468574923538822
linucb,student_5,39,0.2438826432420582
linucb,student_5,40,0.24343896413026564
linucb,student_6,1,0.10356729834969637
linucb,student_6,2,0.10430406899425076
linucb,student_6,3,0.10440751541699332
linucb,student_6,4,0.10442218541385552
linucb,student_6,5,0.1044242687348308
linucb,student_6,6,0.10442456465131418
linucb,student_6,7,0.10442460668470803
linucb,student_6,8,0.10442461265535657
linucb,student_6,9,0.10442461350345998
linucb,student_6,10,0.10442461362392923
linucb,student_6,11,0.10442461364104132
linucb,student_6,12,0.10442461364347201
linucb,student_6,13,0.10442461364381728
linucb,student_6,14,0.10442461364386633
linucb,student_6,15,0.1044246136438733
linucb,student_6,16,0.10442461364387429
linucb,student_6,17,0.10442461364387441
linucb,student_6,18,0.10442461364387445
linucb,student_6,19,0.10442461364387445
linucb,student_6,20,0.10442461364387445
linucb,student_6,21,0.11541333999264225
linucb,student_6,22,0.10622105333391167
linucb,student_6,23,0.10468537919141806
linucb,student_6,24,0.10446176981257221
linucb,student_6,25,0.10442989384967616
linucb,student_6,26,0.1044253637203643
linucb,student_6,27,0.10442472018978395
linucb,student_6,28,0.10442462877825583
linucb,student_6,29,0.10442461579364493
linucb,student_6,30,0.10442461394923958
linucb,student_6,31,0.10442461368725019
linucb,student_6,32,0.10442461365003579
linucb,student_6,33,0.13357519280559257
linucb,student_6,34,0.15796574516655598
linucb,student_6,35,0.17199545878147596
linucb,student_6,36,0.18938594915130438
linucb,student_6,37,0.17590394518975913
linucb,student_6,38,0.17343895067876156
linucb,student_6,39,0.19570768883048476
linucb,student_6,40,0.1774343221382165
linucb,student_7,1,0.06763046485126363
linucb,student_7,2,0.06831624952421309
linucb,student_7,3,0.06841261413885036
linucb,student_7,4,0.06842628138077668
linucb,student_7,5,0.0684282223290535
linucb,student_7,6,0.06842849802343477
linucb,student_7,7,0.068428537184397
linucb,student_7,8,0.09558177086390936
linucb,student_7,9,0.07413404727543786
linucb,student_7,10,0.06929818727683469
linucb,student_7,11,0.06855336781869606
linucb,student_7,12,0.06844630081834845
linucb,student_7,13,0.06843106652501972
linucb,student_7,14,0.06842890203915639
linucb,student_7,15,0.06842859457320795
linucb,student_7,16,0.06842855089885427
linucb,student_7,17,0.06842854469510655
linucb,student_7,18,0.0684285438138923
linucb,student_7,19,0.06842854368871983
linucb,student_7,20,0.06842854367093963
linucb,student_7,21,0.06842854366841404
linucb,student_7,22,0.0684285436680553
linucb,student_7,23,0.06842854366800434
linucb,student_7,24,0.0684285436679971
linucb,student_7,25,0.06842854366799607
linucb,student_7,26,0.06842854366799592
linucb,student_7,27,0.0684285436679959
linucb,student_7,28,0.0684285436679959
linucb,student_7,29,0.0684285436679959
linucb,student_7,30,0.0684285436679959
linucb,student_7,31,0.0684285436679959
linucb,student_7,32,0.0684285436679959
linucb,student_7,33,0.0684285436679959
linucb,student_7,34,0.0684285436679959
linucb,student_7,35,0.0684285436679959
linucb,student_7,36,0.0684285436679959
linucb,student_7,37,0.0684285436679959
linucb,student_7,38,0.0684285436679959
linucb,student_7,39,0.0684285436679959
linucb,student_7,40,0.0684285436679959
linucb,student_8,1,0.11683099735102032
linucb,student_8,2,0.10254036927697702
linucb,student_8,3,0.12160564199591355
linucb,student_8,4,0.10370468391644878
linucb,student_8,5,0.10006000383999906
linucb,student_8,6,0.09951017900106583
linucb,student_8,7,0.09943138995834457
linucb,student_8,8,0.09942018430780752
linucb,student_8,9,0.0994185923127384
linucb,student_8,10,0.11727809724897459
linucb,student_8,11,0.10264224201043641
linucb,student_8,12,0.09989459142496143
linucb,student_8,13,0.09948636631732322
linucb,student_8,14,0.09942800101260267
linucb,student_8,15,0.1160790117624959
linucb,student_8,16,0.14604609018032147
linucb,student_8,17,0.16485380827156218
linucb,student_8,18,0.16804273684796467
linucb,student_8,19,0.19297808641586175
linucb,student_8,20,0.17344369283852604
linucb,student_8,21,0.16928397171706597
linucb,student_8,22,0.1686508380872952
linucb,student_8,23,0.16855998941996772
linucb,student_8,24,0.19058094190248456
linucb,student_8,25,0.22061124229915852
linucb,student_8,26,0.23515910950726374
linucb,student_8,27,0.24503764222916877
linucb,student_8,28,0.24625372079225857
linucb,student_8,29,0.24642319485259165
linucb,student_8,30,0.24644720327385164
linucb,student_8,31,0.24645061226111997
linucb,student_8,32,0.24645109646604943
linucb,student_8,33,0.24645116524462976
linucb,student_8,34,0.2464511750143038
linucb,student_8,35,0.27060613286449364
linucb,student_8,36,0.2702987860829765
linucb,student_8,37,0.27025491455787104
linucb,student_8,38,0.2702486784613913
linucb,student_8,39,0.2702477925644861
linucb,student_8,40,0.2702476667250869
linucb,student_9,1,0.06515301957931315
linucb,student_9,2,0.09087787414985832
linucb,student_9,3,0.11808131098749834
linucb,student_9,4,0.132123564797521
linucb,student_9,5,0.14135522498725303
linucb,student_9,6,0.14250152358182097
linucb,student_9,7,0.14266144600456873
linucb,student_9,8,0.14268410472559565
linucb,student_9,9,0.14268732213609295
linucb,student_9,10,0.16684191394554768
linucb,student_9,11,0.19623345657494606
linucb,student_9,12,0.1637508102051451
linucb,student_9,13,0.1466840808107373
linucb,student_9,14,0.1432839223722027
linucb,student_9,15,0.1427731299741056
linucb,student_9,16,0.14269998008148574
linucb,student_9,17,0.16801720415445384
linucb,student_9,18,0.14784412999501811
linucb,student_9,19,0.16380027909392098
linucb,student_9,20,0.19407649657817072
linucb,student_9,21,0.2085087740205661
linucb,student_9,22,0.21191221915368874
linucb,student_9,23,0.2148589324415946
linucb,student_9,24,0.215317757011768
linucb,student_9,25,0.21571772542622036
linucb,student_9,26,0.2275707409943395
linucb,student_9,27,0.2276271963790196
linucb,student_9,28,0.22763520842659354
linucb,student_9,29,0.22763634635673025
linucb,student_9,30,0.25294467605746923
linucb,student_9,31,0.24311355824858952
linucb,student_9,32,0.24145012940969598
linucb,student_9,33,0.2412074089269474
linucb,student_9,34,0.2411727980835505
linucb,student_9,35,0.26648540676006555
linucb,student_9,36,0.24632735565091923
linucb,student_9,37,0.24195670912432224
linucb,student_9,38,0.2412890212340781
linucb,student_9,39,0.2411931610513122
linucb,student_9,40,0.24117952378042273
linucb,student_10,1,0.0774916780206643
linucb,student_10,2,0.0778502778220264
linucb,student_10,3,0.07790092705511688
linucb,student_10,4,0.0923346880979606
linucb,student_10,5,0.08038437774772705
linucb,student_10,6,0.078271577166579
linucb,student_10,7,0.0779609882108238
linucb,student_10,8,0.07791665159124951
linucb,student_10,9,0.07791034933754733
linucb,student_10,10,0.07790945404143768
linucb,student_10,11,0.07790932686688644
linucb,student_10,12,0.07790930880228301
linucb,student_10,13,0.07790930623628746
linucb,student_10,14,0.07790930587179945
linucb,student_10,15,0.07790930582002559
linucb,student_10,16,0.10321777169884085
linucb,student_10,17,0.12779502439771237
linucb,student_10,18,0.14317930108579685
linucb,student_10,19,0.1419509848253709
linucb,student_10,20,0.1417730262341094
linucb,student_10,21,0.16093958625547627
linucb,student_10,22,0.1818280607619904
linucb,student_10,23,0.20479687467898544
linucb,student_10,24,0.21221115427089776
linucb,student_10,25,0.21315485986110635
linucb,student_10,26,0.21328693357292516
linucb,student_10,27,0.2404233767789851
linucb,student_10,28,0.23886416939094268
linucb,student_10,29,0.23863704566737112
linucb,student_10,30,0.23860466691198667
linucb,student_10,31,0.23860006529033687
linucb,student_10,32,0.2385994116031218
linucb,student_10,33,0.23859931874886017
linucb,student_10,34,0.23859930555931494
linucb,student_10,35,0.2385993036857996
linucb,student_10,36,0.23859930341967525
linucb,student_10,37,0.2385993033818735
linucb,student_10,38,0.23859930337650392
linucb,student_10,39,0.2385993033757412
linucb,student_10,40,0.23859930337563284
linucb,student_11,1,0.08498139333438769
linucb,student_11,2,0.0861401569710444
linucb,student_11,3,0.10961183080924704
linucb,student_11,4,0.13773407590365785
linucb,student_11,5,0.1527265217497172
linucb,student_11,6,0.15835553385445905
linucb,student_11,7,0.15909019900239182
linucb,student_11,8,0.1591933532009128
linucb,student_11,9,0.15920798182447735
linucb,student_11,10,0.15921005927129742
linucb,student_11,11,0.15921035435343892
linucb,student_11,12,0.15921039626831937
linucb,student_11,13,0.15921040222213367
linucb,student_11,14,0.15921040306784587
linucb,student_11,15,0.1845188688392614
linucb,student_11,16,0.16436058795493763
linucb,student_11,17,0.15998986212412566
linucb,student_11,18,0.15932216119365622
linucb,student_11,19,0.18299623384401997
linucb,student_11,20,0.21097967894268135
linucb,student_11,21,0.22572780568542986
linucb,student_11,22,0.2354952994595555
linucb,student_11,23,0.23867844939196955
linucb,student_11,24,0.2398826338607523
linucb,student_11,25,0.24031316986174311
linucb,student_11,26,0.24048101728915006
linucb,student_11,27,0.24054175802858005
linucb,student_11,28,0.24056553662626026
linucb,student_11,29,0.2405741562577461
linucb,student_11,30,0.24057753262438097
linucb,student_11,31,0.24057875683625787
linucb,student_11,32,0.2405792364080739
linucb,student_11,33,0.24057941029842533
linucb,student_11,34,0.25762226782397596
linucb,student_11,35,0.2576222925242417
linucb,student_11,36,0.2867728683710014
linucb,student_11,37,0.27276888169221114
linucb,student_11,38,0.3018699998118256
linucb,student_11,39,0.330711771499924
linucb,student_11,40,0.35608848166036156
linucb,student_12,1,0.11485446572661294
linucb,student_12,2,0.08663296065888992
linucb,student_12,3,0.07827556207011234
linucb,student_12,4,0.07690193186255569
linucb,student_12,5,0.07670244765774187
linucb,student_12,6,0.0766740217281511
linucb,student_12,7,0.1019858899412755
linucb,student_12,8,0.08182186298106504
linucb,student_12,9,0.0774491535675839
linucb,student_12,10,0.09564175643463636
linucb,student_12,11,0.1197567990377917
linucb,student_12,12,0.0892655948892098
linucb,student_12,13,0.07877504149481679
linucb,student_12,14,0.07697613125292466
linucb,student_12,15,0.09373898014131064
linucb,student_12,16,0.07971412531591617
linucb,student_12,17,0.10019831103714821
linucb,student_12,18,0.13132654110320222
linucb,student_12,19,0.14410164116044907
linucb,student_12,20,0.14799791604934015
linucb,student_12,21,0.17285275376261286
linucb,student_12,22,0.1896346040878023
linucb,student_12,23,0.2120276752392818
linucb,student_12,24,0.22791998754130507
linucb,student_12,25,0.24213926977838365
linucb,student_12,26,0.27323012030190164
linucb,student_12,27,0.29543078401059963
linucb,student_12,28,0.322991000187723
linucb,student_12,29,0.3450321321026439
linucb,student_12,30,0.352988240012073
linucb,student_12,31,0.360048332495273
linucb,student_12,32,0.361053478106302
linucb,student_12,33,0.36195652782639964
linucb,student_12,34,0.36258585711704555
linucb,student_12,35,0.36272639496676423
linucb,student_12,36,0.3628528589227238
linucb,student_12,37,0.3629413688557781
linucb,student_12,38,0.36296128717264464
linucb,student_12,39,0.3821025693978067
linucb,student_12,40,0.3821151241857845
linucb,student_13,1,0.10160118823060611
linucb,student_13,2,0.10072816328646073
linucb,student_13,3,0.11995296140909452
linucb,student_13,4,0.1523305015640569
linucb,student_13,5,0.16763142115828955
linucb,student_13,6,0.17621793214773995
linucb,student_13,7,0.17729343938569
linucb,student_13,8,0.19387357569006283
linucb,student_13,9,0.22685623056690327
linucb,student_13,10,0.24379827627023778
linucb,student_13,11,0.2534319664830902
linucb,student_13,12,0.2695223018154957
linucb,student_13,13,0.29438371311769207
linucb,student_13,14,0.32260171815031313
linucb,student_13,15,0.344943265643959
linucb,student_13,16,0.35184947039131687
linucb,student_13,17,0.3567783449641299
linucb,student_13,18,0.3576636069857682
linucb,student_13,19,0.35831339275422164
linucb,student_13,20,0.35843740010478314
linucb,student_13,21,0.3762495781687258
linucb,student_13,22,0.40338704633162425
linucb,student_13,23,0.42792981727541196
linucb,student_13,24,0.453802938031798
linucb,student_13,25,0.4839765323507716
linucb,student_13,26,0.5137148476222191
linucb,student_13,27,0.5345107202036709
linucb,student_13,28,0.5465962376539025
linucb,student_13,29,0.5562326902110049
linucb,student_13,30,0.560750613331937
linucb,student_13,31,0.5643126911629585
linucb,student_13,32,0.5655027944493833
linucb,student_13,33,0.5886336801889019
linucb,student_13,34,0.5892328490484318
linucb,student_13,35,0.6004696301640503
linucb,student_13,36,0.6006355510794598
linucb,student_13,37,0.6168598082895279
linucb,student_13,38,0.616883314679036
linucb,student_13,39,0.6168866524087572
linucb,student_13,40,0.6168871264929605
linucb,student_14,1,0.12040505687995001
linucb,student_14,2,0.10977145503658729
linucb,student_14,3,0.10794265412547854
linucb,student_14,4,0.10767507518745591
linucb,student_14,5,0.10763690449389501
linucb,student_14,6,0.13479500255595006
linucb,student_14,7,0.1584011418235969
linucb,student_14,8,0.17438688626484847
linucb,student_14,9,0.20664741507439788
linucb,student_14,10,0.22573785023726478
linucb,student_14,11,0.23734774123703598
linucb,student_14,12,0.2505684128850479
linucb,student_14,13,0.28077266635585496
linucb,student_14,14,0.2770575269852303
linucb,student_14,15,0.2979461489344151
linucb,student_14,16,0.3249100331841435
linucb,student_14,17,0.3525636077078847
linucb,student_14,18,0.37010715924964915
linucb,student_14,19,0.38062291367463374
linucb,student_14,20,0.400481520947146
linucb,student_14,21,0.4052283414464999
linucb,student_14,22,0.40585577731338957
linucb,student_14,23,0.4059440235722436
linucb,student_14,24,0.4059565410113935
linucb,student_14,25,0.42381501472522437
linucb,student_14,26,0.4532594649261908
linucb,student_14,27,0.47232202541708546
linucb,student_14,28,0.5018651042968402
linucb,student_14,29,0.5244391757463729
linucb,student_14,30,0.5507174351154968
linucb,student_14,31,0.5764176835364366
linucb,student_14,32,0.5991768439002922
linucb,student_14,33,0.6204034790854888
linucb,student_14,34,0.6295733245290025
linucb,student_14,35,0.63071289260851
linucb,student_14,36,0.6308718926522158
linucb,student_14,37,0.6544536518927302
linucb,student_14,38,0.6355521566774868
linucb,student_14,39,0.6315980987978271
linucb,student_14,40,0.654556139604335
linucb,student_15,1,0.0810869007509218
linucb,student_15,2,0.08093950604622904
linucb,student_15,3,0.09538182465319768
linucb,student_15,4,0.08339870123674664
linucb,student_15,5,0.10517031709169915
linucb,student_15,6,0.08576361934715825
linucb,student_15,7,0.11777107890462657
linucb,student_15,8,0.14263375804362988
linucb,student_15,9,0.1512512912403609
linucb,student_15,10,0.15233023038124258
linucb,student_15,11,0.15248091289718504
linucb,student_15,12,0.15250226557896654
linucb,student_15,13,0.15250529760212816
linucb,student_15,14,0.17781340064866166
linucb,student_15,15,0.20681609589359565
linucb,student_15,16,0.21934918524442645
linucb,student_15,17,0.22909861962462216
linucb,student_15,18,0.23639647317434231
linucb,student_15,19,0.2375987199191797
linucb,student_15,20,0.26042968518410187
linucb,student_15,21,0.2605972675522669
linucb,student_15,22,0.2606210086991578
linucb,student_15,23,0.2606243797500906
linucb,student_15,24,0.2606248585669163
linucb,student_15,25,0.28213196544514557
linucb,student_15,26,0.3075158481623101
linucb,student_15,27,0.289938978990472
linucb,student_15,28,0.28639067368103327
linucb,student_15,29,0.2858562723640156
linucb,student_15,30,0.2857797124560691
linucb,student_15,31,0.28576882422691713
linucb,student_15,32,0.2857672773359397
linucb,student_15,33,0.3116749976904722
linucb,student_15,34,0.3375588692726978
linucb,student_15,35,0.35478543961547104
linucb,student_15,36,0.36358679007526157
linucb,student_15,37,0.36834382077502387
linucb,student_15,38,0.38892746174906206
linucb,student_15,39,0.39002667794148477
linucb,student_15,40,0.390655370356863
linucb,student_16,1,0.1004244291290723
linucb,student_16,2,0.11615912036763776
linucb,student_16,3,0.14101612029502822
linucb,student_16,4,0.16450711024344836
linucb,student_16,5,0.1635271863305283
linucb,student_16,6,0.163385786809165
linucb,student_16,7,0.1633656564260378
linucb,student_16,8,0.16336279608204793
linucb,student_16,9,0.16336238976472656
linucb,student_16,10,0.1633623320488255
linucb,student_16,11,0.1633623238505366
linucb,student_16,12,0.19051556355772958
linucb,student_16,13,0.21602161907923026
linucb,student_16,14,0.23067948159661253
linucb,student_16,15,0.23422148697680156
linucb,student_16,16,0.2346980103294869
linucb,student_16,17,0.23476519040618604
linucb,student_16,18,0.23478241974895706
linucb,student_16,19,0.2347919522038877
linucb,student_16,20,0.23479439888420717
linucb,student_16,21,0.2347957527211321
linucb,student_16,22,0.23479610024744538
linucb,student_16,23,0.23479629254969178
linucb,student_16,24,0.23479634191395246
linucb,student_16,25,0.23479636922952904
linucb,student_16,26,0.23479637624149238
linucb,student_16,27,0.23479638012154416
linucb,student_16,28,0.2347963811175616
linucb,student_16,29,0.2539481471755342
linucb,student_16,30,0.25394814731701393
linucb,student_16,31,0.2539481473371105
linucb,student_16,32,0.2539481473399651
linucb,student_16,33,0.2539481473403706
linucb,student_16,34,0.2539481473404282
linucb,student_16,35,0.25394814734043636
linucb,student_16,36,0.2539481473404375
linucb,student_16,37,0.2759598091480176
linucb,student_16,38,0.30223463696002695
linucb,student_16,39,0.3291021964920263
linucb,student_16,40,0.29776501145500006
linucb,student_17,1,0.100812980235906
linucb,student_17,2,0.09895223478394616
linucb,student_17,3,0.0986798382838534
linucb,student_17,4,0.09864097736508876
linucb,student_17,5,0.09863545393875363
linucb,student_17,6,0.12394458081062067
linucb,student_17,7,0.10378518353741913
linucb,student_17,8,0.12497980611540237
linucb,student_17,9,0.1550386876752073
linucb,student_17,10,0.1669953596627968
linucb,student_17,11,0.17536484381019715
linucb,student_17,12,0.17641626216782091
linucb,student_17,13,0.17656316401699526
linucb,student_17,14,0.17658398220021942
linucb,student_17,15,0.19759629077618845
linucb,student_17,16,0.22627579662589448
linucb,student_17,17,0.23976119750146666
linucb,student_17,18,0.24957338505637097
linucb,student_17,19,0.25698589035688807
linucb,student_17,20,0.25819486641386163
linucb,student_17,21,0.25913836931935075
linucb,student_17,22,0.27458320840078315
linucb,student_17,23,0.2747152541634643
linucb,student_17,24,0.2747339714209825
linucb,student_17,25,0.2925919920916277
linucb,student_17,26,0.2799911915014983
linucb,student_17,27,0.2988947523742169
linucb,student_17,28,0.32813580941273957
linucb,student_17,29,0.35562885852822657
linucb,student_17,30,0.32380425722482237
linucb,student_17,31,0.3515305241199567
linucb,student_17,32,0.37269600093195376
linucb,student_17,33,0.3767416262837398
linucb,student_17,34,0.3774106587521177
linucb,student_17,35,0.3779509083453669
linucb,student_17,36,0.37804494366047553
linucb,student_17,37,0.3967136538379222
linucb,student_17,38,0.39672699121141125
linucb,student_17,39,0.4258757865377516
linucb,student_17,40,0.42551636556907546
linucb,student_18,1,0.13161207382926388
linucb,student_18,2,0.11203986404020667
linucb,student_18,3,0.10786759332770342
linucb,student_18,4,0.13085017040326338
linucb,student_18,5,0.15681569889560357
linucb,student_18,6,0.17030047818078964
linucb,student_18,7,0.17962200938701464
linucb,student_18,8,0.1807780737488576
linucb,student_18,9,0.18093933417309005
linucb,student_18,10,0.18096218198584316
linucb,student_18,11,0.18096542623655934
linucb,student_18,12,0.18096588704388286
linucb,student_18,13,0.18096595249898953
linucb,student_18,14,0.18096596179658028
linucb,student_18,15,0.18096596311726057
